periodo,cantidad,monto_neto,categoria
2024-07-29,0.0,0.0,Maderas
2024-08-05,0.0,0.0,Maderas
2024-08-12,0.0,0.0,Maderas
2024-08-19,1.0,3016.81,Maderas
2024-08-26,1.0,3016.81,Maderas
2024-09-02,0.0,0.0,Maderas
2024-09-09,7.0,21117.65,Maderas
2024-09-16,0.0,0.0,Maderas
2024-09-23,0.0,0.0,Maderas
2024-09-30,0.0,0.0,Maderas
2024-10-07,3.0,9050.42,Maderas
2024-10-14,0.0,0.0,Maderas
2024-10-21,0.0,0.0,Maderas
2024-10-28,0.0,0.0,Maderas
2024-11-04,12.0,56369.75,Maderas
2024-11-11,0.0,0.0,Maderas
2024-11-18,0.0,0.0,Maderas
2024-11-25,0.0,0.0,Maderas
2024-12-02,0.0,0.0,Maderas
2024-12-09,50.0,150840.34,Maderas
2024-12-16,4.0,12067.23,Maderas
2024-12-23,0.0,0.0,Maderas
2024-12-30,2.0,6033.61,Maderas
2025-01-06,0.0,0.0,Maderas
2025-01-13,0.0,0.0,Maderas
2025-01-20,8.0,24134.45,Maderas
2025-01-27,32.0,96537.81,Maderas
2025-02-03,0.0,0.0,Maderas
2025-02-10,2.0,6033.61,Maderas
2025-02-17,2.0,6033.61,Maderas
2025-02-24,0.0,0.0,Maderas
2025-03-03,2.0,9394.96,Maderas
2025-03-10,0.0,0.0,Maderas
2025-03-17,40.0,187899.16,Maderas
2025-03-24,0.0,0.0,Maderas
2025-03-31,0.0,0.0,Maderas
2025-04-07,10.0,40252.1,Maderas
2025-04-14,2.0,6033.61,Maderas
2025-04-21,0.0,0.0,Maderas
2025-04-28,0.0,0.0,Maderas
2025-05-05,0.0,0.0,Maderas
2025-05-12,0.0,0.0,Maderas
2025-05-19,0.0,0.0,Maderas
2025-05-26,0.0,0.0,Maderas
2025-06-02,3.0,9050.42,Maderas
2025-06-09,0.0,0.0,Maderas
2025-06-16,0.0,0.0,Maderas
2025-06-23,0.0,0.0,Maderas
2025-06-30,0.0,0.0,Maderas
2025-07-07,0.0,0.0,Maderas
2025-07-14,0.0,0.0,Maderas
2025-07-21,2.0,6033.61,Maderas
2025-07-28,0.0,0.0,Maderas
2025-08-04,0.0,0.0,Maderas
2025-08-11,0.0,0.0,Maderas
2025-08-18,0.0,0.0,Maderas
2025-08-25,0.0,0.0,Maderas
2025-09-01,0.0,0.0,Maderas
2025-09-08,0.0,0.0,Maderas
2025-09-15,0.0,0.0,Maderas
2025-09-22,0.0,0.0,Maderas
2025-09-29,0.0,0.0,Maderas
2025-10-06,0.0,0.0,Maderas
2025-10-13,0.0,0.0,Maderas
2025-10-20,0.0,0.0,Maderas
2025-10-27,0.0,0.0,Maderas
2025-11-03,0.0,0.0,Maderas
2025-11-10,0.0,0.0,Maderas
2025-11-17,0.0,0.0,Maderas
2025-11-24,0.0,0.0,Maderas
2025-12-01,0.0,0.0,Maderas
2025-12-08,0.0,0.0,Maderas
2025-12-15,0.0,0.0,Maderas
2025-12-22,0.0,0.0,Maderas
2025-12-29,0.0,0.0,Maderas
2026-01-05,0.0,0.0,Maderas
2026-01-12,0.0,0.0,Maderas
2026-01-19,0.0,0.0,Maderas
2026-01-26,0.0,0.0,Maderas
2026-02-02,0.0,0.0,Maderas
2026-02-09,0.0,0.0,Maderas
2026-02-16,0.0,0.0,Maderas
2026-02-23,0.0,0.0,Maderas
2026-03-02,0.0,0.0,Maderas
2026-03-09,0.0,0.0,Maderas
2026-03-16,0.0,0.0,Maderas
2026-03-23,0.0,0.0,Maderas
2026-03-30,0.0,0.0,Maderas
2026-04-06,0.0,0.0,Maderas
2026-04-13,0.0,0.0,Maderas
2026-04-20,0.0,0.0,Maderas
2026-04-27,0.0,0.0,Maderas
2026-05-04,0.0,0.0,Maderas
2026-05-11,0.0,0.0,Maderas
2026-05-18,0.0,0.0,Maderas
2026-05-25,0.0,0.0,Maderas
2026-06-01,0.0,0.0,Maderas
2026-06-08,0.0,0.0,Maderas
2026-06-15,0.0,0.0,Maderas
2026-06-22,0.0,0.0,Maderas
2026-06-29,0.0,0.0,Maderas
2026-07-06,0.0,0.0,Maderas
2022-12-12,336.0,5079529.41,Paneles exteriores
2022-12-19,75.0,1133823.53,Paneles exteriores
2022-12-26,179.0,2706058.81,Paneles exteriores
2023-01-02,472.0,7135529.41,Paneles exteriores
2023-01-09,122.0,1844352.94,Paneles exteriores
2023-01-16,243.0,3673588.25,Paneles exteriores
2023-01-23,16.0,241882.35,Paneles exteriores
2023-01-30,36.0,544235.29,Paneles exteriores
2023-02-06,137.0,2071117.6600000001,Paneles exteriores
2023-02-13,56.0,846588.24,Paneles exteriores
2023-02-20,4.0,60470.59,Paneles exteriores
2023-02-27,16.0,241882.36,Paneles exteriores
2023-03-06,41.0,619823.53,Paneles exteriores
2023-03-13,0.0,0.0,Paneles exteriores
2023-03-20,64.0,967529.41,Paneles exteriores
2023-03-27,40.0,604705.88,Paneles exteriores
2023-04-03,159.0,2403705.8899999997,Paneles exteriores
2023-04-10,250.0,3779411.7800000003,Paneles exteriores
2023-04-17,417.0,6304058.83,Paneles exteriores
2023-04-24,784.0,11852235.28,Paneles exteriores
2023-05-01,168.0,2539764.71,Paneles exteriores
2023-05-08,267.0,4036411.76,Paneles exteriores
2023-05-15,121.0,1829235.3,Paneles exteriores
2023-05-22,215.0,3250294.12,Paneles exteriores
2023-05-29,118.0,1783882.35,Paneles exteriores
2023-06-05,0.0,0.0,Paneles exteriores
2023-06-12,915.0,13832647.05,Paneles exteriores
2023-06-19,0.0,0.0,Paneles exteriores
2023-06-26,0.0,0.0,Paneles exteriores
2023-07-03,299.0,4520176.47,Paneles exteriores
2023-07-10,120.0,1814117.6400000001,Paneles exteriores
2023-07-17,56.0,846588.23,Paneles exteriores
2023-07-24,139.0,2101352.94,Paneles exteriores
2023-07-31,132.0,1995529.41,Paneles exteriores
2023-08-07,54.0,816352.93,Paneles exteriores
2023-08-14,172.0,2600235.3000000003,Paneles exteriores
2023-08-21,254.0,3839882.37,Paneles exteriores
2023-08-28,45.0,680294.12,Paneles exteriores
2023-09-04,142.0,2146705.9,Paneles exteriores
2023-09-11,64.0,967529.41,Paneles exteriores
2023-09-18,122.0,1844352.95,Paneles exteriores
2023-09-25,117.0,1768764.7,Paneles exteriores
2023-10-02,75.0,1133823.53,Paneles exteriores
2023-10-09,202.0,3053764.6999999997,Paneles exteriores
2023-10-16,249.0,3764294.12,Paneles exteriores
2023-10-23,132.0,1995529.4100000001,Paneles exteriores
2023-10-30,129.0,1950176.46,Paneles exteriores
2023-11-06,153.0,2313000.01,Paneles exteriores
2023-11-13,118.0,1783882.35,Paneles exteriores
2023-11-20,718.0,10854470.6,Paneles exteriores
2023-11-27,417.0,6304058.83,Paneles exteriores
2023-12-04,80.0,1209411.76,Paneles exteriores
2023-12-11,188.0,2842117.64,Paneles exteriores
2023-12-18,273.0,4127117.6500000004,Paneles exteriores
2023-12-25,425.0,6425000.0,Paneles exteriores
2024-01-01,117.0,1768764.7,Paneles exteriores
2024-01-08,142.0,2146705.89,Paneles exteriores
2024-01-15,253.0,3824764.71,Paneles exteriores
2024-01-22,275.0,4157352.95,Paneles exteriores
2024-01-29,224.0,3386352.95,Paneles exteriores
2024-02-05,531.0,8027470.59,Paneles exteriores
2024-02-12,205.0,3099117.65,Paneles exteriores
2024-02-19,174.0,2630470.59,Paneles exteriores
2024-02-26,495.0,7483235.3,Paneles exteriores
2024-03-04,435.0,6576176.48,Paneles exteriores
2024-03-11,40.0,604705.88,Paneles exteriores
2024-03-18,312.0,4716705.88,Paneles exteriores
2024-03-25,126.0,1904823.5299999998,Paneles exteriores
2024-04-01,318.0,4807411.7700000005,Paneles exteriores
2024-04-08,112.0,1693176.47,Paneles exteriores
2024-04-15,22.0,332588.24,Paneles exteriores
2024-04-22,28.0,423294.12,Paneles exteriores
2024-04-29,200.0,3023529.41,Paneles exteriores
2024-05-06,288.0,4353882.34,Paneles exteriores
2024-05-13,368.0,5563294.119999999,Paneles exteriores
2024-05-20,327.0,4943470.58,Paneles exteriores
2024-05-27,712.0,10763764.7,Paneles exteriores
2024-06-03,138.0,2086235.2999999998,Paneles exteriores
2024-06-10,116.0,1753647.05,Paneles exteriores
2024-06-17,95.0,1436176.46,Paneles exteriores
2024-06-24,70.0,1058235.29,Paneles exteriores
2024-07-01,54.0,816352.95,Paneles exteriores
2024-07-08,61.0,922176.46,Paneles exteriores
2024-07-15,101.0,1526882.35,Paneles exteriores
2024-07-22,47.0,710529.42,Paneles exteriores
2024-07-29,164.0,2479294.1100000003,Paneles exteriores
2024-08-05,4.0,60470.59,Paneles exteriores
2024-08-12,503.0,7604176.48,Paneles exteriores
2024-08-19,208.0,3144470.59,Paneles exteriores
2024-08-26,40.0,604705.88,Paneles exteriores
2024-09-02,70.0,1058235.29,Paneles exteriores
2024-09-09,20.0,302352.94,Paneles exteriores
2024-09-16,2.0,30235.29,Paneles exteriores
2024-09-23,88.0,1330352.94,Paneles exteriores
2024-09-30,43.0,650058.8300000001,Paneles exteriores
2024-10-07,97.0,1466411.76,Paneles exteriores
2024-10-14,58.0,876823.53,Paneles exteriores
2024-10-21,61.0,922176.4700000001,Paneles exteriores
2024-10-28,167.0,2524647.05,Paneles exteriores
2024-11-04,51.0,771000.01,Paneles exteriores
2024-11-11,54.0,816352.95,Paneles exteriores
2024-11-18,25.0,377941.18,Paneles exteriores
2024-11-25,90.0,1360588.24,Paneles exteriores
2024-12-02,142.0,2146705.88,Paneles exteriores
2024-12-09,106.0,1602470.59,Paneles exteriores
2024-12-16,98.0,1481529.4100000001,Paneles exteriores
2024-12-23,376.0,5684235.3,Paneles exteriores
2024-12-30,72.0,1088470.59,Paneles exteriores
2025-01-06,21.0,317470.58999999997,Paneles exteriores
2025-01-13,76.0,1148941.17,Paneles exteriores
2025-01-20,227.0,3431705.88,Paneles exteriores
2025-01-27,117.0,1768764.71,Paneles exteriores
2025-02-03,187.0,2826999.99,Paneles exteriores
2025-02-10,257.0,3885235.3,Paneles exteriores
2025-02-17,145.0,2192058.83,Paneles exteriores
2025-02-24,153.0,2313000.0,Paneles exteriores
2025-03-03,70.0,1058235.2999999998,Paneles exteriores
2025-03-10,252.0,3809647.0700000003,Paneles exteriores
2025-03-17,69.0,1043117.65,Paneles exteriores
2025-03-24,97.0,1466411.76,Paneles exteriores
2025-03-31,138.0,2086235.3,Paneles exteriores
2025-04-07,2.0,30235.3,Paneles exteriores
2025-04-14,8.0,120941.18,Paneles exteriores
2025-04-21,0.0,0.0,Paneles exteriores
2025-04-28,0.0,0.0,Paneles exteriores
2025-05-05,15.0,226764.7,Paneles exteriores
2025-05-12,33.0,498882.36,Paneles exteriores
2025-05-19,6.0,90705.88,Paneles exteriores
2025-05-26,20.0,302352.94,Paneles exteriores
2025-06-02,205.0,3099117.64,Paneles exteriores
2025-06-09,90.0,1360588.24,Paneles exteriores
2025-06-16,22.0,332588.23,Paneles exteriores
2025-06-23,41.0,619823.53,Paneles exteriores
2025-06-30,122.0,1844352.94,Paneles exteriores
2025-07-07,28.0,423294.12,Paneles exteriores
2025-07-14,25.0,377941.18,Paneles exteriores
2025-07-21,2.0,30235.29,Paneles exteriores
2025-07-28,83.0,1254764.71,Paneles exteriores
2025-08-04,62.0,937294.12,Paneles exteriores
2025-08-11,41.0,619823.53,Paneles exteriores
2025-08-18,79.0,1194294.1199999999,Paneles exteriores
2025-08-25,142.0,2146705.89,Paneles exteriores
2025-09-01,40.0,604705.89,Paneles exteriores
2025-09-08,269.0,4066647.07,Paneles exteriores
2025-09-15,7.0,105823.53,Paneles exteriores
2025-09-22,45.0,682815.12,Paneles exteriores
2025-09-29,28.0,424974.79000000004,Paneles exteriores
2025-10-06,21.0,317470.58999999997,Paneles exteriores
2025-10-13,129.0,1981689.07,Paneles exteriores
2025-10-20,168.0,2554890.75,Paneles exteriores
2025-10-27,122.0,1862420.1600000001,Paneles exteriores
2025-11-03,36.0,544235.3,Paneles exteriores
2025-11-10,268.0,4051529.42,Paneles exteriores
2025-11-17,193.0,2917705.88,Paneles exteriores
2025-11-24,145.0,2192058.82,Paneles exteriores
2025-12-01,128.0,1935058.82,Paneles exteriores
2025-12-08,236.0,3567764.7100000004,Paneles exteriores
2025-12-15,38.0,574470.5900000001,Paneles exteriores
2025-12-22,82.0,1239647.06,Paneles exteriores
2025-12-29,200.0,3023529.41,Paneles exteriores
2026-01-05,318.0,4807411.75,Paneles exteriores
2026-01-12,134.0,2025764.7000000002,Paneles exteriores
2026-01-19,85.0,1285000.0,Paneles exteriores
2026-01-26,205.0,3099117.66,Paneles exteriores
2026-02-02,63.0,952411.77,Paneles exteriores
2026-02-09,99.0,1496647.06,Paneles exteriores
2026-02-16,94.0,1421058.82,Paneles exteriores
2026-02-23,440.0,6711428.57,Paneles exteriores
2026-03-02,324.0,4946436.97,Paneles exteriores
2026-03-09,313.0,4810815.12,Paneles exteriores
2026-03-16,62.0,942336.13,Paneles exteriores
2026-03-23,184.0,2803495.8,Paneles exteriores
2026-03-30,8.0,124302.52,Paneles exteriores
2026-04-06,158.0,2391949.58,Paneles exteriores
2026-04-13,82.0,1239647.05,Paneles exteriores
2026-04-20,107.0,1617588.23,Paneles exteriores
2026-04-27,37.0,560193.27,Paneles exteriores
2026-05-04,67.0,1025487.39,Paneles exteriores
2026-05-11,16.0,245243.7,Paneles exteriores
2026-05-18,16.0,241882.35,Paneles exteriores
2026-05-25,40.0,615630.25,Paneles exteriores
2026-06-01,321.0,4962848.74,Paneles exteriores
2026-06-08,1.0,15117.65,Paneles exteriores
2026-06-15,0.0,0.0,Paneles exteriores
2026-06-22,0.0,0.0,Paneles exteriores
2026-06-29,0.0,0.0,Paneles exteriores
2026-07-06,0.0,0.0,Paneles exteriores
2023-12-18,60.0,302016.81,Paneles interiores
2023-12-25,49.0,246647.06,Paneles interiores
2024-01-01,248.0,1248336.1500000001,Paneles interiores
2024-01-08,226.0,1137596.65,Paneles interiores
2024-01-15,39.0,196310.93,Paneles interiores
2024-01-22,65.0,327184.87,Paneles interiores
2024-01-29,485.0,2441302.52,Paneles interiores
2024-02-05,475.0,2390966.3899999997,Paneles interiores
2024-02-12,224.0,1127529.41,Paneles interiores
2024-02-19,60.0,302016.81,Paneles interiores
2024-02-26,65.0,327184.88,Paneles interiores
2024-03-04,0.0,0.0,Paneles interiores
2024-03-11,87.0,437924.37,Paneles interiores
2024-03-18,5.0,25168.07,Paneles interiores
2024-03-25,20.0,100672.27,Paneles interiores
2024-04-01,185.0,931218.5,Paneles interiores
2024-04-08,0.0,0.0,Paneles interiores
2024-04-15,0.0,0.0,Paneles interiores
2024-04-22,34.0,171142.85,Paneles interiores
2024-04-29,0.0,0.0,Paneles interiores
2024-05-06,0.0,0.0,Paneles interiores
2024-05-13,0.0,0.0,Paneles interiores
2024-05-20,143.0,719806.72,Paneles interiores
2024-05-27,425.0,2139285.73,Paneles interiores
2024-06-03,70.0,352352.94,Paneles interiores
2024-06-10,300.0,1510084.02,Paneles interiores
2024-06-17,339.0,1706394.96,Paneles interiores
2024-06-24,177.0,890949.5800000001,Paneles interiores
2024-07-01,419.0,2109084.05,Paneles interiores
2024-07-08,106.0,533563.03,Paneles interiores
2024-07-15,363.0,1827201.6800000002,Paneles interiores
2024-07-22,86.0,432890.75,Paneles interiores
2024-07-29,75.0,377521.01,Paneles interiores
2024-08-05,68.0,342285.72,Paneles interiores
2024-08-12,99.0,498327.73,Paneles interiores
2024-08-19,143.0,719806.73,Paneles interiores
2024-08-26,77.0,387588.24,Paneles interiores
2024-09-02,79.0,397655.47000000003,Paneles interiores
2024-09-09,21.0,105705.88,Paneles interiores
2024-09-16,35.0,176176.47,Paneles interiores
2024-09-23,98.0,493294.11,Paneles interiores
2024-09-30,113.0,568798.3200000001,Paneles interiores
2024-10-07,141.0,709739.49,Paneles interiores
2024-10-14,73.0,367453.77,Paneles interiores
2024-10-21,55.0,276848.74,Paneles interiores
2024-10-28,48.0,241613.44999999998,Paneles interiores
2024-11-04,48.0,241613.44,Paneles interiores
2024-11-11,40.0,201344.53999999998,Paneles interiores
2024-11-18,10.0,50336.130000000005,Paneles interiores
2024-11-25,39.0,196310.93,Paneles interiores
2024-12-02,54.0,271815.12,Paneles interiores
2024-12-09,77.0,387588.23,Paneles interiores
2024-12-16,44.0,221478.99,Paneles interiores
2024-12-23,96.0,483226.88,Paneles interiores
2024-12-30,19.0,95638.66,Paneles interiores
2025-01-06,99.0,498327.73,Paneles interiores
2025-01-13,227.0,1142630.24,Paneles interiores
2025-01-20,384.0,1932907.57,Paneles interiores
2025-01-27,251.0,1263436.98,Paneles interiores
2025-02-03,157.0,790277.32,Paneles interiores
2025-02-10,180.0,906050.42,Paneles interiores
2025-02-17,228.0,1147663.8800000001,Paneles interiores
2025-02-24,318.0,1600689.1,Paneles interiores
2025-03-03,101.0,508394.95999999996,Paneles interiores
2025-03-10,123.0,619134.46,Paneles interiores
2025-03-17,114.0,573831.94,Paneles interiores
2025-03-24,117.0,588932.77,Paneles interiores
2025-03-31,263.0,1323840.33,Paneles interiores
2025-04-07,128.0,644302.51,Paneles interiores
2025-04-14,26.0,130873.95000000001,Paneles interiores
2025-04-21,165.0,830546.23,Paneles interiores
2025-04-28,29.0,145974.8,Paneles interiores
2025-05-05,24.0,120806.72,Paneles interiores
2025-05-12,12.0,60403.36,Paneles interiores
2025-05-19,87.0,437924.37,Paneles interiores
2025-05-26,13.0,65436.97,Paneles interiores
2025-06-02,248.0,1248336.14,Paneles interiores
2025-06-09,174.0,875848.75,Paneles interiores
2025-06-16,74.0,372487.4,Paneles interiores
2025-06-23,19.0,95638.65,Paneles interiores
2025-06-30,10.0,50336.130000000005,Paneles interiores
2025-07-07,66.0,332218.49,Paneles interiores
2025-07-14,122.0,614100.8400000001,Paneles interiores
2025-07-21,209.0,1052025.2,Paneles interiores
2025-07-28,229.0,1152697.48,Paneles interiores
2025-08-04,83.0,417789.91000000003,Paneles interiores
2025-08-11,222.0,1117462.19,Paneles interiores
2025-08-18,227.0,1142630.24,Paneles interiores
2025-08-25,405.0,2038613.44,Paneles interiores
2025-09-01,259.0,1303705.9,Paneles interiores
2025-09-08,349.0,1756731.08,Paneles interiores
2025-09-15,43.0,216445.38,Paneles interiores
2025-09-22,213.0,1072159.6600000001,Paneles interiores
2025-09-29,236.0,1187932.77,Paneles interiores
2025-10-06,177.0,890949.58,Paneles interiores
2025-10-13,93.0,468126.05000000005,Paneles interiores
2025-10-20,211.0,1062092.4300000002,Paneles interiores
2025-10-27,389.0,1958075.62,Paneles interiores
2025-11-03,243.0,1223168.08,Paneles interiores
2025-11-10,54.0,271815.13,Paneles interiores
2025-11-17,137.0,689605.05,Paneles interiores
2025-11-24,321.0,1615789.93,Paneles interiores
2025-12-01,84.0,422823.53,Paneles interiores
2025-12-08,130.0,654369.76,Paneles interiores
2025-12-15,196.0,986588.25,Paneles interiores
2025-12-22,151.0,760075.63,Paneles interiores
2025-12-29,29.0,145974.79,Paneles interiores
2026-01-05,282.0,1419478.99,Paneles interiores
2026-01-12,618.0,3110773.12,Paneles interiores
2026-01-19,226.0,1137596.65,Paneles interiores
2026-01-26,40.0,201344.54,Paneles interiores
2026-02-02,55.0,276848.74,Paneles interiores
2026-02-09,192.0,966453.78,Paneles interiores
2026-02-16,269.0,1354042.02,Paneles interiores
2026-02-23,61.0,307050.43,Paneles interiores
2026-03-02,181.0,911084.02,Paneles interiores
2026-03-09,164.0,825512.61,Paneles interiores
2026-03-16,343.0,1726529.3900000001,Paneles interiores
2026-03-23,141.0,709739.5,Paneles interiores
2026-03-30,103.0,518462.17,Paneles interiores
2026-04-06,222.0,1117462.18,Paneles interiores
2026-04-13,177.0,890949.5700000001,Paneles interiores
2026-04-20,202.0,1016789.92,Paneles interiores
2026-04-27,97.0,488260.50999999995,Paneles interiores
2026-05-04,138.0,694638.65,Paneles interiores
2026-05-11,30.0,151008.4,Paneles interiores
2026-05-18,157.0,790277.3,Paneles interiores
2026-05-25,150.0,755042.02,Paneles interiores
2026-06-01,90.0,453025.21,Paneles interiores
2026-06-08,0.0,0.0,Paneles interiores
2026-06-15,0.0,0.0,Paneles interiores
2026-06-22,0.0,0.0,Paneles interiores
2026-06-29,0.0,0.0,Paneles interiores
2026-07-06,0.0,0.0,Paneles interiores
2024-05-20,42.0,176117.65,Perfiles y terminaciones
2024-05-27,75.0,314495.79000000004,Perfiles y terminaciones
2024-06-03,68.0,285142.84,Perfiles y terminaciones
2024-06-10,145.0,157107.56,Perfiles y terminaciones
2024-06-17,953.0,191575.64,Perfiles y terminaciones
2024-06-24,380.0,184327.74,Perfiles y terminaciones
2024-07-01,544.0,203700.84,Perfiles y terminaciones
2024-07-08,433.0,156956.3,Perfiles y terminaciones
2024-07-15,328.0,248100.85,Perfiles y terminaciones
2024-07-22,243.0,52714.28999999999,Perfiles y terminaciones
2024-07-29,314.0,185368.91,Perfiles y terminaciones
2024-08-05,47.0,36042.02,Perfiles y terminaciones
2024-08-12,345.0,57693.28,Perfiles y terminaciones
2024-08-19,629.0,117263.86,Perfiles y terminaciones
2024-08-26,44.0,23462.190000000002,Perfiles y terminaciones
2024-09-02,133.0,106788.23,Perfiles y terminaciones
2024-09-09,14.0,58705.88,Perfiles y terminaciones
2024-09-16,58.0,9699.16,Perfiles y terminaciones
2024-09-23,176.0,45536.14,Perfiles y terminaciones
2024-09-30,270.0,145802.52000000002,Perfiles y terminaciones
2024-10-07,314.0,68613.45,Perfiles y terminaciones
2024-10-14,217.0,64470.58,Perfiles y terminaciones
2024-10-21,72.0,60352.93,Perfiles y terminaciones
2024-10-28,326.0,159193.28,Perfiles y terminaciones
2024-11-04,144.0,120705.89,Perfiles y terminaciones
2024-11-11,114.0,75428.57,Perfiles y terminaciones
2024-11-18,135.0,163487.38999999998,Perfiles y terminaciones
2024-11-25,115.0,79621.84999999999,Perfiles y terminaciones
2024-12-02,196.0,93167.22,Perfiles y terminaciones
2024-12-09,19.0,79672.27,Perfiles y terminaciones
2024-12-16,227.0,146663.86,Perfiles y terminaciones
2024-12-23,244.0,238079.83,Perfiles y terminaciones
2024-12-30,101.0,101436.98,Perfiles y terminaciones
2025-01-06,422.0,219533.61,Perfiles y terminaciones
2025-01-13,382.0,112193.28,Perfiles y terminaciones
2025-01-20,622.0,176484.04,Perfiles y terminaciones
2025-01-27,445.0,195197.49,Perfiles y terminaciones
2025-02-03,240.0,108577.33,Perfiles y terminaciones
2025-02-10,504.0,756632.77,Perfiles y terminaciones
2025-02-17,424.0,252076.45,Perfiles y terminaciones
2025-02-24,523.0,304866.39,Perfiles y terminaciones
2025-03-03,310.0,269247.07,Perfiles y terminaciones
2025-03-10,314.0,145108.4,Perfiles y terminaciones
2025-03-17,347.0,182835.29,Perfiles y terminaciones
2025-03-24,39.0,123277.31,Perfiles y terminaciones
2025-03-31,461.0,294498.31,Perfiles y terminaciones
2025-04-07,719.0,224913.44,Perfiles y terminaciones
2025-04-14,118.0,92201.68,Perfiles y terminaciones
2025-04-21,297.0,198630.24,Perfiles y terminaciones
2025-04-28,180.0,82439.48999999999,Perfiles y terminaciones
2025-05-05,18.0,27166.379999999997,Perfiles y terminaciones
2025-05-12,11.0,46126.05,Perfiles y terminaciones
2025-05-19,174.0,165983.2,Perfiles y terminaciones
2025-05-26,29.0,41084.03,Perfiles y terminaciones
2025-06-02,209.0,71184.87,Perfiles y terminaciones
2025-06-09,438.0,145714.3,Perfiles y terminaciones
2025-06-16,45.0,27655.47,Perfiles y terminaciones
2025-06-23,36.0,6020.17,Perfiles y terminaciones
2025-06-30,0.0,0.0,Perfiles y terminaciones
2025-07-07,149.0,65177.30999999999,Perfiles y terminaciones
2025-07-14,489.0,194503.36,Perfiles y terminaciones
2025-07-21,672.0,643815.15,Perfiles y terminaciones
2025-07-28,345.0,238865.55,Perfiles y terminaciones
2025-08-04,285.0,200649.58000000002,Perfiles y terminaciones
2025-08-11,393.0,93902.51999999999,Perfiles y terminaciones
2025-08-18,622.0,349604.21,Perfiles y terminaciones
2025-08-25,1750.0,574470.61,Perfiles y terminaciones
2025-09-01,551.0,490721.0,Perfiles y terminaciones
2025-09-08,1177.0,317607.55,Perfiles y terminaciones
2025-09-15,107.0,126596.64,Perfiles y terminaciones
2025-09-22,461.0,305949.58,Perfiles y terminaciones
2025-09-29,316.0,358899.13,Perfiles y terminaciones
2025-10-06,829.0,517117.64,Perfiles y terminaciones
2025-10-13,323.0,700478.97,Perfiles y terminaciones
2025-10-20,245.0,601596.64,Perfiles y terminaciones
2025-10-27,1131.0,394537.82,Perfiles y terminaciones
2025-11-03,838.0,658503.35,Perfiles y terminaciones
2025-11-10,282.0,691478.99,Perfiles y terminaciones
2025-11-17,440.0,622420.17,Perfiles y terminaciones
2025-11-24,1166.0,725967.22,Perfiles y terminaciones
2025-12-01,445.0,591632.76,Perfiles y terminaciones
2025-12-08,327.0,589727.75,Perfiles y terminaciones
2025-12-15,519.0,360303.36,Perfiles y terminaciones
2025-12-22,321.0,112611.77,Perfiles y terminaciones
2025-12-29,128.0,631862.17,Perfiles y terminaciones
2026-01-05,401.0,951554.64,Perfiles y terminaciones
2026-01-12,2662.0,974694.97,Perfiles y terminaciones
2026-01-19,466.0,1614420.17,Perfiles y terminaciones
2026-01-26,219.0,1426747.8800000001,Perfiles y terminaciones
2026-02-02,275.0,761008.41,Perfiles y terminaciones
2026-02-09,329.0,402563.01,Perfiles y terminaciones
2026-02-16,1062.0,855420.16,Perfiles y terminaciones
2026-02-23,559.0,1039617.67,Perfiles y terminaciones
2026-03-02,477.0,357226.88,Perfiles y terminaciones
2026-03-09,492.0,595605.03,Perfiles y terminaciones
2026-03-16,729.0,387252.11,Perfiles y terminaciones
2026-03-23,602.0,498071.43,Perfiles y terminaciones
2026-03-30,301.0,209596.63,Perfiles y terminaciones
2026-04-06,381.0,363862.19,Perfiles y terminaciones
2026-04-13,594.0,336142.85,Perfiles y terminaciones
2026-04-20,564.0,414168.05,Perfiles y terminaciones
2026-04-27,294.0,164277.3,Perfiles y terminaciones
2026-05-04,241.0,497979.84,Perfiles y terminaciones
2026-05-11,138.0,176067.23,Perfiles y terminaciones
2026-05-18,356.0,210528.56,Perfiles y terminaciones
2026-05-25,410.0,154126.03999999998,Perfiles y terminaciones
2026-06-01,265.0,1348915.1,Perfiles y terminaciones
2026-06-08,6.0,45327.73,Perfiles y terminaciones
2026-06-15,0.0,0.0,Perfiles y terminaciones
2026-06-22,0.0,0.0,Perfiles y terminaciones
2026-06-29,0.0,0.0,Perfiles y terminaciones
2026-07-06,0.0,0.0,Perfiles y terminaciones
2022-06-06,391.0,11558485.71,Pisos SPC
2022-06-13,39.0,1152892.44,Pisos SPC
2022-06-20,1.0,29561.34,Pisos SPC
2022-06-27,0.0,0.0,Pisos SPC
2022-07-04,30.0,886840.3300000001,Pisos SPC
2022-07-11,0.0,0.0,Pisos SPC
2022-07-18,0.0,0.0,Pisos SPC
2022-07-25,207.0,6119198.31,Pisos SPC
2022-08-01,2.0,59122.69,Pisos SPC
2022-08-08,6.0,177368.07,Pisos SPC
2022-08-15,2.0,59122.69,Pisos SPC
2022-08-22,54.0,1596312.6,Pisos SPC
2022-08-29,2.0,59122.69,Pisos SPC
2022-09-05,8.0,236490.76,Pisos SPC
2022-09-12,0.0,0.0,Pisos SPC
2022-09-19,27.0,798156.3,Pisos SPC
2022-09-26,4.0,118245.38,Pisos SPC
2022-10-03,105.0,3103941.17,Pisos SPC
2022-10-10,21.0,620788.24,Pisos SPC
2022-10-17,1.0,29561.34,Pisos SPC
2022-10-24,293.0,8661473.94,Pisos SPC
2022-10-31,0.0,0.0,Pisos SPC
2022-11-07,42.0,1241576.47,Pisos SPC
